Year,Geography,Tenure,Age_Group,Household_Count,Avg_Household_Size,Median_Household_Size
2021,Halifax    ,Total - Tenure,Total - Age group of primary household maintainer,201135.0,2.29,2.0
2021,Halifax    ,Total - Tenure,15 to 24 years,9195.0,2.02,2.0
2021,Halifax    ,Total - Tenure,25 to 34 years,33890.0,2.2,2.0
2021,Halifax    ,Total - Tenure,35 to 44 years,34235.0,2.94,3.0
2021,Halifax    ,Total - Tenure,45 to 54 years,34300.0,2.81,3.0
2021,Halifax    ,Total - Tenure,55 to 64 years,38945.0,2.13,2.0
2021,Halifax    ,Total - Tenure,65 to 74 years,29945.0,1.82,2.0
2021,Halifax    ,Total - Tenure,75 years and over,20640.0,1.63,2.0
2021,Halifax    ,Owner,Total - Age group of primary household maintainer,117815.0,2.54,2.02
2021,Halifax    ,Owner,15 to 24 years,785.0,1.9,2.0
2021,Halifax    ,Owner,25 to 34 years,11650.0,2.53,2.02
2021,Halifax    ,Owner,35 to 44 years,20710.0,3.28,3.02
2021,Halifax    ,Owner,45 to 54 years,23935.0,3.06,3.0
2021,Halifax    ,Owner,55 to 64 years,27470.0,2.34,2.0
2021,Halifax    ,Owner,65 to 74 years,20465.0,1.97,2.0
2021,Halifax    ,Owner,75 years and over,12795.0,1.77,2.0
2021,Halifax    ,Renter,Total - Age group of primary household maintainer,82920.0,1.94,2.0
2021,Halifax    ,Renter,15 to 24 years,8385.0,2.03,2.0
2021,Halifax    ,Renter,25 to 34 years,22180.0,2.02,2.0
2021,Halifax    ,Renter,35 to 44 years,13455.0,2.42,2.02
2021,Halifax    ,Renter,45 to 54 years,10270.0,2.23,2.0
2021,Halifax    ,Renter,55 to 64 years,11390.0,1.64,1.01
2021,Halifax    ,Renter,65 to 74 years,9425.0,1.48,1.01
2021,Halifax    ,Renter,75 years and over,7815.0,1.39,1.01
2021,Moncton    ,Total - Tenure,Total - Age group of primary household maintainer,67180.0,2.3,2.0
2021,Moncton    ,Total - Tenure,15 to 24 years,2730.0,1.97,2.0
2021,Moncton    ,Total - Tenure,25 to 34 years,9820.0,2.41,2.02
2021,Moncton    ,Total - Tenure,35 to 44 years,11890.0,2.99,3.0
2021,Moncton    ,Total - Tenure,45 to 54 years,12095.0,2.74,3.0
2021,Moncton    ,Total - Tenure,55 to 64 years,12165.0,2.03,2.0
2021,Moncton    ,Total - Tenure,65 to 74 years,10790.0,1.81,2.0
2021,Moncton    ,Total - Tenure,75 years and over,7685.0,1.6,2.0
2021,Moncton    ,Owner,Total - Age group of primary household maintainer,44870.0,2.5,2.02
2021,Moncton    ,Owner,15 to 24 years,450.0,1.95,2.0
2021,Moncton    ,Owner,25 to 34 years,5205.0,2.61,2.02
2021,Moncton    ,Owner,35 to 44 years,8515.0,3.17,3.02
2021,Moncton    ,Owner,45 to 54 years,9485.0,2.93,3.0
2021,Moncton    ,Owner,55 to 64 years,9245.0,2.18,2.0
2021,Moncton    ,Owner,65 to 74 years,7630.0,1.96,2.0
2021,Moncton    ,Owner,75 years and over,4345.0,1.8,2.0
2021,Moncton    ,Renter,Total - Age group of primary household maintainer,22300.0,1.89,2.0
2021,Moncton    ,Renter,15 to 24 years,2280.0,1.98,2.0
2021,Moncton    ,Renter,25 to 34 years,4625.0,2.18,2.0
2021,Moncton    ,Renter,35 to 44 years,3375.0,2.52,2.02
2021,Moncton    ,Renter,45 to 54 years,2610.0,2.08,2.0
2021,Moncton    ,Renter,55 to 64 years,2920.0,1.53,1.01
2021,Moncton    ,Renter,65 to 74 years,3165.0,1.45,1.01
2021,Moncton    ,Renter,75 years and over,3335.0,1.35,1.01
2021,Saint John    ,Total - Tenure,Total - Age group of primary household maintainer,55865.0,2.3,2.0
2021,Saint John    ,Total - Tenure,15 to 24 years,1645.0,1.93,2.0
2021,Saint John    ,Total - Tenure,25 to 34 years,7265.0,2.46,2.02
2021,Saint John    ,Total - Tenure,35 to 44 years,8970.0,3.05,3.0
2021,Saint John    ,Total - Tenure,45 to 54 years,9565.0,2.77,3.0
2021,Saint John    ,Total - Tenure,55 to 64 years,11920.0,2.11,2.0
2021,Saint John    ,Total - Tenure,65 to 74 years,9795.0,1.8,2.0
2021,Saint John    ,Total - Tenure,75 years and over,6715.0,1.61,2.0
2021,Saint John    ,Owner,Total - Age group of primary household maintainer,38700.0,2.48,2.02
2021,Saint John    ,Owner,15 to 24 years,300.0,2.02,2.0
2021,Saint John    ,Owner,25 to 34 years,3800.0,2.75,2.02
2021,Saint John    ,Owner,35 to 44 years,6150.0,3.25,3.02
2021,Saint John    ,Owner,45 to 54 years,7155.0,2.99,3.0
2021,Saint John    ,Owner,55 to 64 years,9170.0,2.29,2.0
2021,Saint John    ,Owner,65 to 74 years,7345.0,1.92,2.0
2021,Saint John    ,Owner,75 years and over,4775.0,1.73,2.0
2021,Saint John    ,Renter,Total - Age group of primary household maintainer,17170.0,1.89,2.0
2021,Saint John    ,Renter,15 to 24 years,1345.0,1.91,2.0
2021,Saint John    ,Renter,25 to 34 years,3465.0,2.14,2.0
2021,Saint John    ,Renter,35 to 44 years,2820.0,2.6,2.02
2021,Saint John    ,Renter,45 to 54 years,2410.0,2.09,2.0
2021,Saint John    ,Renter,55 to 64 years,2750.0,1.5,1.01
2021,Saint John    ,Renter,65 to 74 years,2445.0,1.44,1.01
2021,Saint John    ,Renter,75 years and over,1940.0,1.32,1.01
2021,Fredericton    ,Total - Tenure,Total - Age group of primary household maintainer,46355.0,2.31,2.0
2021,Fredericton    ,Total - Tenure,15 to 24 years,2575.0,1.94,2.0
2021,Fredericton    ,Total - Tenure,25 to 34 years,6910.0,2.31,2.0
2021,Fredericton    ,Total - Tenure,35 to 44 years,7835.0,3.09,3.02
2021,Fredericton    ,Total - Tenure,45 to 54 years,7800.0,2.76,3.0
2021,Fredericton    ,Total - Tenure,55 to 64 years,8680.0,2.16,2.0
2021,Fredericton    ,Total - Tenure,65 to 74 years,7285.0,1.8,2.0
2021,Fredericton    ,Total - Tenure,75 years and over,5275.0,1.64,2.0
2021,Fredericton    ,Owner,Total - Age group of primary household maintainer,32320.0,2.47,2.02
2021,Fredericton    ,Owner,15 to 24 years,410.0,1.87,2.0
2021,Fredericton    ,Owner,25 to 34 years,3300.0,2.6,2.02
2021,Fredericton    ,Owner,35 to 44 years,5680.0,3.28,3.02
2021,Fredericton    ,Owner,45 to 54 years,6200.0,2.92,3.0
2021,Fredericton    ,Owner,55 to 64 years,7050.0,2.25,2.0
2021,Fredericton    ,Owner,65 to 74 years,5840.0,1.89,2.0
2021,Fredericton    ,Owner,75 years and over,3835.0,1.75,2.0
2021,Fredericton    ,Renter,Total - Age group of primary household maintainer,13530.0,1.92,2.0
2021,Fredericton    ,Renter,15 to 24 years,2140.0,1.94,2.0
2021,Fredericton    ,Renter,25 to 34 years,3525.0,2.0,2.0
2021,Fredericton    ,Renter,35 to 44 years,2050.0,2.53,2.02
2021,Fredericton    ,Renter,45 to 54 years,1495.0,2.09,2.0
2021,Fredericton    ,Renter,55 to 64 years,1520.0,1.72,1.01
2021,Fredericton    ,Renter,65 to 74 years,1385.0,1.36,1.01
2021,Fredericton    ,Renter,75 years and over,1410.0,1.36,1.01
2021,Saguenay    ,Total - Tenure,Total - Age group of primary household maintainer,74805.0,2.11,2.0
2021,Saguenay    ,Total - Tenure,15 to 24 years,2645.0,1.84,2.0
2021,Saguenay    ,Total - Tenure,25 to 34 years,9815.0,2.38,2.02
2021,Saguenay    ,Total - Tenure,35 to 44 years,11935.0,2.98,3.0
2021,Saguenay    ,Total - Tenure,45 to 54 years,10295.0,2.52,2.02
2021,Saguenay    ,Total - Tenure,55 to 64 years,15735.0,1.84,2.0
2021,Saguenay    ,Total - Tenure,65 to 74 years,14485.0,1.68,2.0
2021,Saguenay    ,Total - Tenure,75 years and over,9890.0,1.53,1.01
2021,Saguenay    ,Owner,Total - Age group of primary household maintainer,47920.0,2.39,2.0
2021,Saguenay    ,Owner,15 to 24 years,440.0,2.03,2.0
2021,Saguenay    ,Owner,25 to 34 years,5250.0,2.83,3.0
2021,Saguenay    ,Owner,35 to 44 years,8175.0,3.33,4.0
2021,Saguenay    ,Owner,45 to 54 years,7345.0,2.86,3.0
2021,Saguenay    ,Owner,55 to 64 years,11240.0,2.03,2.0
2021,Saguenay    ,Owner,65 to 74 years,9865.0,1.84,2.0
2021,Saguenay    ,Owner,75 years and over,5610.0,1.68,2.0
2021,Saguenay    ,Renter,Total - Age group of primary household maintainer,26885.0,1.62,1.01
2021,Saguenay    ,Renter,15 to 24 years,2205.0,1.8,2.0
2021,Saguenay    ,Renter,25 to 34 years,4570.0,1.86,2.0
2021,Saguenay    ,Renter,35 to 44 years,3755.0,2.19,2.0
2021,Saguenay    ,Renter,45 to 54 years,2955.0,1.67,1.01
2021,Saguenay    ,Renter,55 to 64 years,4500.0,1.35,1.01
2021,Saguenay    ,Renter,65 to 74 years,4620.0,1.34,1.01
2021,Saguenay    ,Renter,75 years and over,4285.0,1.33,1.01
2021,Québec CMA,Total - Tenure,Total - Age group of primary household maintainer,387950.0,2.11,2.0
2021,Québec CMA,Total - Tenure,15 to 24 years,14495.0,1.67,2.0
2021,Québec CMA,Total - Tenure,25 to 34 years,58795.0,2.13,2.0
2021,Québec CMA,Total - Tenure,35 to 44 years,67410.0,2.92,3.0
2021,Québec CMA,Total - Tenure,45 to 54 years,60845.0,2.6,2.02
2021,Québec CMA,Total - Tenure,55 to 64 years,74225.0,1.84,2.0
2021,Québec CMA,Total - Tenure,65 to 74 years,66180.0,1.61,2.0
2021,Québec CMA,Total - Tenure,75 years and over,46005.0,1.5,1.01
2021,Québec CMA,Owner,Total - Age group of primary household maintainer,226070.0,2.43,2.02
2021,Québec CMA,Owner,15 to 24 years,1675.0,1.81,2.0
2021,Québec CMA,Owner,25 to 34 years,23435.0,2.68,2.02
2021,Québec CMA,Owner,35 to 44 years,42750.0,3.35,4.0
2021,Québec CMA,Owner,45 to 54 years,41845.0,2.93,3.0
2021,Québec CMA,Owner,55 to 64 years,49720.0,2.05,2.0
2021,Québec CMA,Owner,65 to 74 years,42085.0,1.77,2.0
2021,Québec CMA,Owner,75 years and over,24565.0,1.66,2.0
2021,Québec CMA,Renter,Total - Age group of primary household maintainer,161800.0,1.66,1.01
2021,Québec CMA,Renter,15 to 24 years,12815.0,1.65,2.0
2021,Québec CMA,Renter,25 to 34 years,35340.0,1.76,2.0
2021,Québec CMA,Renter,35 to 44 years,24655.0,2.17,2.0
2021,Québec CMA,Renter,45 to 54 years,18990.0,1.89,1.01
2021,Québec CMA,Renter,55 to 64 years,24490.0,1.42,1.01
2021,Québec CMA,Renter,65 to 74 years,24080.0,1.34,1.01
2021,Québec CMA,Renter,75 years and over,21430.0,1.31,1.01
2021,Sherbrooke    ,Total - Tenure,Total - Age group of primary household maintainer,104650.0,2.1,2.0
2021,Sherbrooke    ,Total - Tenure,15 to 24 years,6085.0,1.73,2.0
2021,Sherbrooke    ,Total - Tenure,25 to 34 years,15810.0,2.25,2.0
2021,Sherbrooke    ,Total - Tenure,35 to 44 years,16515.0,2.97,3.0
2021,Sherbrooke    ,Total - Tenure,45 to 54 years,15760.0,2.59,2.02
2021,Sherbrooke    ,Total - Tenure,55 to 64 years,19595.0,1.83,2.0
2021,Sherbrooke    ,Total - Tenure,65 to 74 years,18200.0,1.6,2.0
2021,Sherbrooke    ,Total - Tenure,75 years and over,12680.0,1.51,1.01
2021,Sherbrooke    ,Owner,Total - Age group of primary household maintainer,57355.0,2.45,2.02
2021,Sherbrooke    ,Owner,15 to 24 years,520.0,1.91,2.0
2021,Sherbrooke    ,Owner,25 to 34 years,5970.0,2.81,3.0
2021,Sherbrooke    ,Owner,35 to 44 years,10145.0,3.46,4.0
2021,Sherbrooke    ,Owner,45 to 54 years,10365.0,2.93,3.0
2021,Sherbrooke    ,Owner,55 to 64 years,12780.0,2.07,2.0
2021,Sherbrooke    ,Owner,65 to 74 years,10915.0,1.79,2.0
2021,Sherbrooke    ,Owner,75 years and over,6655.0,1.69,2.0
2021,Sherbrooke    ,Renter,Total - Age group of primary household maintainer,47300.0,1.68,1.01
2021,Sherbrooke    ,Renter,15 to 24 years,5565.0,1.71,2.0
2021,Sherbrooke    ,Renter,25 to 34 years,9845.0,1.91,2.0
2021,Sherbrooke    ,Renter,35 to 44 years,6375.0,2.18,2.0
2021,Sherbrooke    ,Renter,45 to 54 years,5390.0,1.93,1.01
2021,Sherbrooke    ,Renter,55 to 64 years,6815.0,1.4,1.01
2021,Sherbrooke    ,Renter,65 to 74 years,7285.0,1.31,1.01
2021,Sherbrooke    ,Renter,75 years and over,6020.0,1.31,1.01
2021,Trois-Rivières    ,Total - Tenure,Total - Age group of primary household maintainer,76635.0,2.03,2.0
2021,Trois-Rivières    ,Total - Tenure,15 to 24 years,3485.0,1.72,2.0
2021,Trois-Rivières    ,Total - Tenure,25 to 34 years,10315.0,2.2,2.0
2021,Trois-Rivières    ,Total - Tenure,35 to 44 years,11770.0,2.89,3.0
2021,Trois-Rivières    ,Total - Tenure,45 to 54 years,10695.0,2.49,2.02
2021,Trois-Rivières    ,Total - Tenure,55 to 64 years,15710.0,1.77,2.0
2021,Trois-Rivières    ,Total - Tenure,65 to 74 years,14585.0,1.59,2.0
2021,Trois-Rivières    ,Total - Tenure,75 years and over,10065.0,1.51,1.01
2021,Trois-Rivières    ,Owner,Total - Age group of primary household maintainer,43870.0,2.34,2.0
2021,Trois-Rivières    ,Owner,15 to 24 years,335.0,2.14,2.0
2021,Trois-Rivières    ,Owner,25 to 34 years,4270.0,2.73,3.0
2021,Trois-Rivières    ,Owner,35 to 44 years,7285.0,3.32,4.0
2021,Trois-Rivières    ,Owner,45 to 54 years,7125.0,2.84,3.0
2021,Trois-Rivières    ,Owner,55 to 64 years,10400.0,1.98,2.0
2021,Trois-Rivières    ,Owner,65 to 74 years,8985.0,1.78,2.0
2021,Trois-Rivières    ,Owner,75 years and over,5460.0,1.68,2.0
2021,Trois-Rivières    ,Renter,Total - Age group of primary household maintainer,32760.0,1.62,1.01
2021,Trois-Rivières    ,Renter,15 to 24 years,3155.0,1.67,2.0
2021,Trois-Rivières    ,Renter,25 to 34 years,6040.0,1.83,2.0
2021,Trois-Rivières    ,Renter,35 to 44 years,4485.0,2.19,2.0
2021,Trois-Rivières    ,Renter,45 to 54 years,3570.0,1.78,1.01
2021,Trois-Rivières    ,Renter,55 to 64 years,5305.0,1.37,1.01
2021,Trois-Rivières    ,Renter,65 to 74 years,5600.0,1.29,1.01
2021,Trois-Rivières    ,Renter,75 years and over,4605.0,1.31,1.01
2021,Drummondville    ,Total - Tenure,Total - Age group of primary household maintainer,45695.0,2.16,2.0
2021,Drummondville    ,Total - Tenure,15 to 24 years,1735.0,1.9,2.0
2021,Drummondville    ,Total - Tenure,25 to 34 years,6180.0,2.52,2.02
2021,Drummondville    ,Total - Tenure,35 to 44 years,7920.0,2.99,3.0
2021,Drummondville    ,Total - Tenure,45 to 54 years,7175.0,2.52,2.02
2021,Drummondville    ,Total - Tenure,55 to 64 years,9040.0,1.79,2.0
2021,Drummondville    ,Total - Tenure,65 to 74 years,8455.0,1.63,2.0
2021,Drummondville    ,Total - Tenure,75 years and over,5200.0,1.52,1.01
2021,Drummondville    ,Owner,Total - Age group of primary household maintainer,26810.0,2.45,2.02
2021,Drummondville    ,Owner,15 to 24 years,290.0,1.97,2.0
2021,Drummondville    ,Owner,25 to 34 years,2975.0,2.87,3.0
2021,Drummondville    ,Owner,35 to 44 years,5000.0,3.43,4.0
2021,Drummondville    ,Owner,45 to 54 years,4860.0,2.83,3.0
2021,Drummondville    ,Owner,55 to 64 years,5855.0,2.0,2.0
2021,Drummondville    ,Owner,65 to 74 years,5180.0,1.81,2.0
2021,Drummondville    ,Owner,75 years and over,2645.0,1.71,2.0
2021,Drummondville    ,Renter,Total - Age group of primary household maintainer,18890.0,1.74,1.01
2021,Drummondville    ,Renter,15 to 24 years,1440.0,1.89,2.0
2021,Drummondville    ,Renter,25 to 34 years,3205.0,2.19,2.0
2021,Drummondville    ,Renter,35 to 44 years,2920.0,2.24,2.0
2021,Drummondville    ,Renter,45 to 54 years,2310.0,1.87,1.01
2021,Drummondville    ,Renter,55 to 64 years,3185.0,1.4,1.01
2021,Drummondville    ,Renter,65 to 74 years,3275.0,1.35,1.01
2021,Drummondville    ,Renter,75 years and over,2555.0,1.32,1.01
2021,Montréal    ,Total - Tenure,Total - Age group of primary household maintainer,1835705.0,2.29,2.0
2021,Montréal    ,Total - Tenure,15 to 24 years,57190.0,1.81,2.0
2021,Montréal    ,Total - Tenure,25 to 34 years,277420.0,2.12,2.0
2021,Montréal    ,Total - Tenure,35 to 44 years,343800.0,2.93,3.0
2021,Montréal    ,Total - Tenure,45 to 54 years,336365.0,2.87,3.0
2021,Montréal    ,Total - Tenure,55 to 64 years,350640.0,2.15,2.0
2021,Montréal    ,Total - Tenure,65 to 74 years,267760.0,1.75,2.0
2021,Montréal    ,Total - Tenure,75 years and over,202530.0,1.57,1.01
2021,Montréal    ,Owner,Total - Age group of primary household maintainer,998235.0,2.6,2.02
2021,Montréal    ,Owner,15 to 24 years,6690.0,1.8,2.0
2021,Montréal    ,Owner,25 to 34 years,95300.0,2.54,2.02
2021,Montréal    ,Owner,35 to 44 years,185890.0,3.34,4.0
2021,Montréal    ,Owner,45 to 54 years,209080.0,3.19,3.02
2021,Montréal    ,Owner,55 to 64 years,225085.0,2.39,2.02
2021,Montréal    ,Owner,65 to 74 years,162450.0,1.94,2.0
2021,Montréal    ,Owner,75 years and over,113735.0,1.74,2.0
2021,Montréal    ,Renter,Total - Age group of primary household maintainer,837470.0,1.93,2.0
2021,Montréal    ,Renter,15 to 24 years,50495.0,1.81,2.0
2021,Montréal    ,Renter,25 to 34 years,182110.0,1.9,2.0
2021,Montréal    ,Renter,35 to 44 years,157905.0,2.44,2.0
2021,Montréal    ,Renter,45 to 54 years,127285.0,2.35,2.0
2021,Montréal    ,Renter,55 to 64 years,125560.0,1.73,1.01
2021,Montréal    ,Renter,65 to 74 years,105315.0,1.46,1.01
2021,Montréal    ,Renter,75 years and over,88800.0,1.37,1.01
2021,Ottawa - Gatineau    ,Total - Tenure,Total - Age group of primary household maintainer,604720.0,2.42,2.0
2021,Ottawa - Gatineau    ,Total - Tenure,15 to 24 years,20225.0,1.96,2.0
2021,Ottawa - Gatineau    ,Total - Tenure,25 to 34 years,91460.0,2.22,2.0
2021,Ottawa - Gatineau    ,Total - Tenure,35 to 44 years,109280.0,3.09,3.02
2021,Ottawa - Gatineau    ,Total - Tenure,45 to 54 years,112485.0,3.02,3.0
2021,Ottawa - Gatineau    ,Total - Tenure,55 to 64 years,122015.0,2.29,2.0
2021,Ottawa - Gatineau    ,Total - Tenure,65 to 74 years,89155.0,1.85,2.0
2021,Ottawa - Gatineau    ,Total - Tenure,75 years and over,60100.0,1.66,2.0
2021,Ottawa - Gatineau    ,Owner,Total - Age group of primary household maintainer,395730.0,2.61,2.02
2021,Ottawa - Gatineau    ,Owner,15 to 24 years,2865.0,1.91,2.0
2021,Ottawa - Gatineau    ,Owner,25 to 34 years,39530.0,2.5,2.02
2021,Ottawa - Gatineau    ,Owner,35 to 44 years,70825.0,3.34,4.0
2021,Ottawa - Gatineau    ,Owner,45 to 54 years,81810.0,3.22,3.02
2021,Ottawa - Gatineau    ,Owner,55 to 64 years,91770.0,2.45,2.02
2021,Ottawa - Gatineau    ,Owner,65 to 74 years,66265.0,1.96,2.0
2021,Ottawa - Gatineau    ,Owner,75 years and over,42665.0,1.77,2.0
2021,Ottawa - Gatineau    ,Renter,Total - Age group of primary household maintainer,208995.0,2.06,2.0
2021,Ottawa - Gatineau    ,Renter,15 to 24 years,17365.0,1.96,2.0
2021,Ottawa - Gatineau    ,Renter,25 to 34 years,51930.0,2.0,2.0
2021,Ottawa - Gatineau    ,Renter,35 to 44 years,38450.0,2.64,2.02
2021,Ottawa - Gatineau    ,Renter,45 to 54 years,30675.0,2.48,2.0
2021,Ottawa - Gatineau    ,Renter,55 to 64 years,30245.0,1.83,1.01
2021,Ottawa - Gatineau    ,Renter,65 to 74 years,22890.0,1.51,1.01
2021,Ottawa - Gatineau    ,Renter,75 years and over,17440.0,1.4,1.01
2021,Kingston    ,Total - Tenure,Total - Age group of primary household maintainer,73510.0,2.29,2.0
2021,Kingston    ,Total - Tenure,15 to 24 years,3650.0,2.01,2.0
2021,Kingston    ,Total - Tenure,25 to 34 years,10885.0,2.28,2.0
2021,Kingston    ,Total - Tenure,35 to 44 years,10940.0,3.1,3.02
2021,Kingston    ,Total - Tenure,45 to 54 years,11140.0,2.86,3.0
2021,Kingston    ,Total - Tenure,55 to 64 years,14355.0,2.17,2.0
2021,Kingston    ,Total - Tenure,65 to 74 years,12525.0,1.84,2.0
2021,Kingston    ,Total - Tenure,75 years and over,10005.0,1.6,2.0
2021,Kingston    ,Owner,Total - Age group of primary household maintainer,46160.0,2.48,2.02
2021,Kingston    ,Owner,15 to 24 years,315.0,1.94,2.0
2021,Kingston    ,Owner,25 to 34 years,4080.0,2.6,2.02
2021,Kingston    ,Owner,35 to 44 years,6805.0,3.43,4.0
2021,Kingston    ,Owner,45 to 54 years,8100.0,3.12,3.02
2021,Kingston    ,Owner,55 to 64 years,10695.0,2.32,2.02
2021,Kingston    ,Owner,65 to 74 years,9400.0,1.96,2.0
2021,Kingston    ,Owner,75 years and over,6765.0,1.71,2.0
2021,Kingston    ,Renter,Total - Age group of primary household maintainer,27345.0,1.96,2.0
2021,Kingston    ,Renter,15 to 24 years,3335.0,2.01,2.0
2021,Kingston    ,Renter,25 to 34 years,6805.0,2.08,2.0
2021,Kingston    ,Renter,35 to 44 years,4135.0,2.55,2.02
2021,Kingston    ,Renter,45 to 54 years,3045.0,2.18,2.0
2021,Kingston    ,Renter,55 to 64 years,3660.0,1.74,1.01
2021,Kingston    ,Renter,65 to 74 years,3120.0,1.48,1.01
2021,Kingston    ,Renter,75 years and over,3240.0,1.37,1.01
2021,Belleville - Quinte West    ,Total - Tenure,Total - Age group of primary household maintainer,46210.0,2.36,2.0
2021,Belleville - Quinte West    ,Total - Tenure,15 to 24 years,925.0,2.27,2.0
2021,Belleville - Quinte West    ,Total - Tenure,25 to 34 years,5665.0,2.69,2.02
2021,Belleville - Quinte West    ,Total - Tenure,35 to 44 years,6980.0,3.22,3.02
2021,Belleville - Quinte West    ,Total - Tenure,45 to 54 years,7085.0,2.88,3.0
2021,Belleville - Quinte West    ,Total - Tenure,55 to 64 years,10325.0,2.13,2.0
2021,Belleville - Quinte West    ,Total - Tenure,65 to 74 years,8540.0,1.87,2.0
2021,Belleville - Quinte West    ,Total - Tenure,75 years and over,6695.0,1.66,2.0
2021,Belleville - Quinte West    ,Owner,Total - Age group of primary household maintainer,32085.0,2.5,2.02
2021,Belleville - Quinte West    ,Owner,15 to 24 years,145.0,2.52,2.0
2021,Belleville - Quinte West    ,Owner,25 to 34 years,3015.0,2.85,3.0
2021,Belleville - Quinte West    ,Owner,35 to 44 years,4495.0,3.51,4.0
2021,Belleville - Quinte West    ,Owner,45 to 54 years,5125.0,3.11,3.0
2021,Belleville - Quinte West    ,Owner,55 to 64 years,7700.0,2.29,2.0
2021,Belleville - Quinte West    ,Owner,65 to 74 years,6690.0,1.98,2.0
2021,Belleville - Quinte West    ,Owner,75 years and over,4915.0,1.77,2.0
2021,Belleville - Quinte West    ,Renter,Total - Age group of primary household maintainer,14125.0,2.06,2.0
2021,Belleville - Quinte West    ,Renter,15 to 24 years,775.0,2.22,2.0
